"Protein","rep1-triple","rep2-triple","rep3-triple","rep1-wt","rep2-wt","rep3-wt","LogFoldChange","Zstatistic","fdr","FDRup","FDRdown"
"AT1G54630.1",4,2,3,5,3,3,0.268,0.5723,1,1,0.959221
"AT1G50320.1",3,2,5,3,3,2,-0.246,-0.506,1,0.917167,1
"AT2G42910.1",3,3,4,2,4,2,-0.212,-0.4467,1,0.913037,1
"AT1G27130.1",3,7,1,1,4,3,-0.327,-0.6834,1,0.933586,1
"AT4G17300.1",5,10,4,1,5,4,-0.656,-1.6564,1,1,0.678179
"AT5G44130.1",1,1,3,7,2,3,0.935,1.639,1,0.569,0.995358
"AT5G13980.1",1,11,6,0,4,4,-0.722,-1.7078,1,1,0.651056
"sum67",3,5,5,0,3,2,-0.807,-1.6045,1,0.999691,0.705288
"AT2G32730.1",0,7,0,3,13,0,0.585,1.4103,1,0.715652,0.991015
"AT1G64190.1",3,4,5,4,0,5,-0.321,-0.7978,1,0.945499,1
"AT5G58140.1",3,11,0,3,6,0,-0.445,-1.0392,1,0.969476,0.969286
"AT5G54960.1",2,2,2,3,5,4,0.696,1.3866,1,0.729735,0.990439
"AT5G35100.1",6,4,2,2,2,3,-0.562,-1.1271,1,0.976772,0.934513
"AT5G17770.1",2,3,0,4,4,3,0.634,1.2235,1,0.819281,0.985772
"AT3G13860.1",2,10,5,3,2,3,-0.786,-1.7502,1,1,0.628544
"AT5G10920.1",3,8,6,4,4,1,-0.662,-1.6427,1,1,0.684964
"AT5G63420.1",3,12,0,4,6,0,-0.414,-0.993,1,0.965188,0.986471
"AT2G41680.1",7,10,0,5,2,0,-0.825,-1.8432,1,1,0.580787
"AT2G27020.1",5,2,2,0,0,3,-0.604,-1.0551,1,0.970788,0.963589
"AT4G23400.1",0,4,0,5,6,2,0.75,1.5761,1,0.611298,0.994373
"AT2G24090.1",5,3,2,3,3,2,-0.265,-0.551,1,0.920845,1
"AT5G42765.1",1,4,4,2,6,4,0.3,0.6539,1,1,0.961854
"AT3G56290.1",1,4,1,5,5,2,0.743,1.4311,1,0.702635,0.991518
"AT4G39460.1",1,1,4,1,3,6,0.517,0.9274,1,0.942198,0.974001
"AT1G74880.1",0,3,4,5,5,0,0.378,0.7998,1,0.97665,0.96809
"sum66",4,2,5,4,3,0,-0.354,-0.7221,1,0.937591,1
"AT5G48230.1",6,4,3,2,0,4,-0.636,-1.3469,1,0.99064,0.836024
"AT1G34430.1",4,4,4,3,4,2,-0.182,-0.4374,1,0.912533,1
"AT1G22450.1",5,4,2,2,2,3,-0.448,-0.9341,1,0.959621,1
"AT3G53990.1",0,8,3,1,5,3,-0.306,-0.6823,1,0.933366,1
"sum137",9,6,2,7,5,0,-0.28,-0.7254,1,0.937815,1
"AT1G63660.1",4,7,1,5,0,2,-0.409,-0.8713,1,0.95312,1
"AT1G62180.1",5,9,5,3,5,3,-0.581,-1.544,1,0.998212,0.736707
"AT1G01960.1",0,4,0,1,13,1,0.967,1.9299,1,0.384756,0.997494
"AT1G76100.1",3,2,3,3,4,4,0.354,0.7348,1,0.989643,0.965083
"AT2G22990.1",3,8,3,3,2,4,-0.475,-1.0744,1,0.972436,0.956113
"AT5G64050.1",4,6,4,3,2,4,-0.444,-1.0042,1,0.966184,0.982665
"sum90",0,8,0,5,11,0,0.55,1.3466,1,0.753435,0.989386
"AT2G17265.1",3,2,6,1,7,0,-0.212,-0.4887,1,0.915888,1
"AT1G09630.1",3,7,3,2,4,3,-0.395,-0.941,1,0.960254,1
"AT4G13850.1",0,3,4,1,2,2,-0.531,-0.8996,1,0.955971,1
"AT5G41670.1",7,7,2,3,1,6,-0.482,-1.1431,1,0.977921,0.928259
"AT2G39770.1",1,9,3,0,5,5,-0.185,-0.4545,1,0.913565,1
"AT2G29340.1",5,3,2,2,0,2,-0.776,-1.3474,1,0.99064,0.836024
"AT1G12240.1",0,6,2,2,2,0,-0.622,-1.094,1,0.974038,0.948474
"AT2G25970.1",2,4,2,7,6,0,0.6,1.2575,1,0.801631,0.986858
"sum84",3,9,0,3,7,0,-0.192,-0.4855,1,0.91558,1
"AT5G57850.1",0,3,2,0,3,6,0.562,1.0716,1,0.889315,0.980237
"AT3G46000.1",2,5,2,1,4,6,0.254,0.5724,1,1,0.959275
"AT2G22780.1",0,1,2,0,3,3,0.619,0.87,1,0.95948,0.971305
"AT3G59760.1",5,2,2,0,2,0,-0.769,-1.2861,1,0.98744,0.864497
"AT2G46910.1",6,4,1,1,2,2,-0.875,-1.4777,1,0.996139,0.77099
"AT3G54470.1",5,5,1,3,3,2,-0.351,-0.7097,1,0.936248,1
"AT1G74730.1",2,2,2,2,2,4,0.315,0.5604,1,1,0.958962
"AT3G15640.1",2,6,6,3,1,3,-0.737,-1.5531,1,0.998445,0.73224
"AT3G43520.1",2,4,3,1,4,2,-0.263,-0.525,1,0.91869,1
"AT3G60370.1",0,5,4,2,1,4,-0.402,-0.7945,1,0.945273,1
"AT3G20320.1",2,0,3,0,3,4,0.31,0.5535,1,1,0.958817
"AT3G44620.1",0,8,5,0,2,3,-0.899,-1.757,1,1,0.625179
"ATCG00140.1",2,1,6,2,0,9,0.289,0.6273,1,1,0.960869
"AT5G51970.1",2,9,2,0,4,0,-0.843,-1.6454,1,1,0.683833
"AT4G39040.1",3,4,4,2,2,2,-0.632,-1.1816,1,0.980742,0.911798
"AT3G52230.1",2,4,4,2,2,2,-0.548,-1.0379,1,0.969286,0.97009
"AT2G24765.1",0,3,2,2,3,3,0.294,0.5281,1,1,0.958319
"AT4G30310.2",2,2,2,5,3,4,0.736,1.4105,1,0.715653,0.991015
"AT3G59400.1",2,3,6,1,2,3,-0.637,-1.161,1,0.979199,0.921009
"AT4G24330.1",0,6,4,1,4,3,-0.344,-0.7143,1,0.936695,1
"AT5G14030.1",0,2,4,2,2,7,0.465,0.9229,1,0.943562,0.973804
"AT2G26900.1",0,1,2,1,2,5,0.73,1.1525,1,0.853539,0.983347
"AT1G01470.1",1,8,3,0,2,2,-0.958,-1.6861,1,1,0.662351
"ATCG01060.1",4,4,4,5,4,0,-0.196,-0.4368,1,0.912534,1
"AT4G24800.1",7,5,2,0,5,2,-0.613,-1.3974,1,0.992943,0.811947
"sum46",0,2,2,2,2,3,0.341,0.653,1,1,0.961775
"AT4G13010.1",7,3,0,1,4,2,-0.494,-1.0089,1,0.966579,0.981125
"AT5G47770.1",0,8,3,1,2,4,-0.556,-1.0864,1,0.973509,0.951039
"AT1G74850.1",1,7,5,2,5,1,-0.492,-1.0782,1,0.972796,0.95443
"AT5G41210.1",1,4,3,1,7,3,0.353,0.7352,1,0.989643,0.965083
"AT1G08980.1",1,8,3,0,3,3,-0.563,-1.1097,1,0.975253,0.942424
"AT5G42960.1",2,2,2,0,4,4,0.406,0.7518,1,0.986643,0.96584
"AT2G45180.1",7,2,3,2,3,0,-0.753,-1.4609,1,0.995527,0.779722
"AT2G33450.1",0,6,4,2,5,0,-0.357,-0.7584,1,0.941424,1
"AT5G19440.1",2,0,5,0,1,3,-0.476,-0.8125,1,0.947081,1
"AT3G13460.1",2,0,0,9,1,0,1.105,1.8431,1,0.4369,0.997246
"AT2G43100.1",2,3,0,5,6,0,0.755,1.5729,1,0.612698,0.994337
"AT5G03650.1",3,3,0,5,4,2,0.562,1.1999,1,0.831023,0.984992
"AT2G21620.1",4,4,2,2,2,2,-0.556,-1.0407,1,0.969476,0.969285
"AT5G16660.1",2,2,1,4,6,2,0.891,1.6442,1,0.566173,0.995417
"AT3G57050.1",4,3,2,4,0,2,-0.247,-0.472,1,0.914685,1
"AT5G04740.1",0,5,7,0,5,0,-0.637,-1.3492,1,0.990746,0.83499
"AT5G03290.1",2,6,0,0,3,0,-0.763,-1.3867,1,0.992467,0.81723
"AT3G47370.1",0,4,6,0,2,4,-0.401,-0.8577,1,0.95179,1
"sum26",4,5,2,0,3,0,-0.657,-1.2391,1,0.984609,0.886158
"AT3G26720.1",4,5,2,3,3,3,-0.223,-0.4784,1,0.915127,1
"AT3G11750.1",0,2,2,2,3,4,0.614,1.0603,1,0.893721,0.979803
"AT2G43640.1",0,2,3,4,2,4,0.545,1.0591,1,0.894594,0.979716
"AT5G41950.1",2,3,2,4,3,2,0.29,0.5519,1,1,0.958771
"AT5G46580.1",2,7,3,2,3,1,-0.779,-1.4584,1,0.995449,0.78081
"AT2G16950.1",0,4,1,6,4,2,0.747,1.5064,1,0.655679,0.993121
"AT5G16620.1",1,4,5,2,1,4,-0.363,-0.6898,1,0.934248,1
"AT4G33760.1",1,8,3,3,1,1,-0.92,-1.6952,1,1,0.657831
"AT3G24430.1",8,4,0,3,5,0,-0.389,-0.8704,1,0.95312,1
"sum44",3,4,0,6,5,0,0.426,0.8851,1,0.955237,0.972009
"AT5G39320.1",6,3,3,3,1,1,-0.743,-1.5607,1,0.998672,0.727766
"AT1G09795.1",2,3,5,0,3,0,-0.708,-1.2517,1,0.985409,0.880316
"AT3G02720.1",2,3,2,3,3,3,0.291,0.5683,1,1,0.959167
"AT4G14890.1",2,4,4,2,3,2,-0.361,-0.6946,1,0.934691,1
"AT5G64140.1",2,2,2,3,3,2,0.341,0.6243,1,1,0.960797
"AT4G25890.1",0,4,0,3,5,2,0.538,1.0428,1,0.900623,0.979097
"AT1G49970.1",2,1,1,2,3,1,0.434,0.6487,1,1,0.961619
"AT1G21350.2",7,2,1,1,4,2,-0.379,-0.7485,1,0.940294,1
"AT5G60360.1",0,5,0,0,6,3,0.382,0.7533,1,0.98625,0.965936
"AT5G08570.1",6,3,3,1,5,2,-0.358,-0.7764,1,0.943235,1
"AT1G59900.1",0,2,2,3,3,2,0.498,0.8578,1,0.962405,0.970801
"AT5G66040.1",2,4,4,4,2,2,-0.206,-0.4308,1,0.912171,1
"AT3G27160.1",0,4,2,5,3,2,0.389,0.7619,1,0.984642,0.966321
"AT1G71695.1",0,0,4,0,4,5,0.538,1.045,1,0.89977,0.979186
"AT3G43600.1",3,6,0,4,3,0,-0.232,-0.4697,1,0.914541,1
"AT1G12230.1",2,4,2,1,4,0,-0.343,-0.5866,1,0.924107,1
"AT1G54010.1",2,4,0,3,1,0,-0.354,-0.5597,1,0.921592,1
"AT5G42130.1",2,2,4,0,0,0,-1.075,-1.5095,1,0.9972,0.754484
"AT1G16470.1",0,2,5,0,0,0,-1.221,-1.6138,1,0.999873,0.700776
"AT4G14800.1",0,3,1,2,3,3,0.331,0.5804,1,1,0.959442
"AT3G46010.1",0,5,0,7,4,0,0.601,1.2752,1,0.792558,0.98738
"ATCG00180.1",0,2,3,3,4,4,0.669,1.3131,1,0.771549,0.988503
"AT4G37925.1",0,2,3,3,4,3,0.527,1.0029,1,0.916265,0.977365
"AT4G34700.1",0,4,2,3,4,2,0.295,0.5642,1,1,0.959063
"AT5G60540.1",1,2,2,4,2,1,0.394,0.6493,1,1,0.961619
"AT2G30930.1",0,5,0,3,1,1,-0.365,-0.5841,1,0.923711,1
"sum102",0,2,4,2,2,0,-0.352,-0.584,1,0.923711,1
"AT3G15010.1",0,4,2,2,2,0,-0.34,-0.5562,1,0.921216,1
"AT5G42950.1",1,3,0,2,4,0,0.357,0.6023,1,1,0.960049
"AT5G11560.1",3,2,0,3,7,0,0.644,1.2349,1,0.813838,0.986118
"sum76",0,5,0,3,7,0,0.482,0.9726,1,0.927098,0.976043
"AT3G12050.1",0,7,4,0,2,4,-0.575,-1.1866,1,0.981043,0.909937
"AT3G06350.1",1,10,0,3,1,0,-0.943,-1.719,1,1,0.645417
"AT3G16370.1",2,1,2,1,0,0,-0.624,-0.784,1,0.944141,1
"AT2G20230.1",2,7,2,0,2,0,-1.107,-1.7975,1,1,0.603972
"AT3G19480.1",2,4,1,4,4,0,0.284,0.5566,1,1,0.958865
"AT1G79600.1",0,3,3,3,4,3,0.383,0.7407,1,0.988547,0.965365
"AT2G21960.1",1,1,3,2,3,2,0.334,0.5419,1,1,0.958552
"AT3G12260.1",1,0,3,2,3,2,0.381,0.6241,1,1,0.960797
"AT3G10740.1",0,2,3,3,2,4,0.458,0.8235,1,0.971167,0.96919
"AT3G04870.1",2,6,3,2,2,1,-0.837,-1.5056,1,0.997065,0.756694
"AT3G04290.1",2,3,2,2,1,2,-0.36,-0.5826,1,0.923711,1
"AT4G32760.1",0,5,4,2,1,1,-0.98,-1.5323,1,0.997847,0.743391
"AT3G16780.1",2,1,2,4,4,0,0.647,1.0975,1,0.87845,0.981256
"AT3G53560.1",1,3,4,2,3,0,-0.306,-0.5478,1,0.920661,1
"AT4G27640.1",1,2,0,1,5,1,0.61,0.9144,1,0.94625,0.973407
"AT4G00490.1",5,8,0,5,0,1,-0.71,-1.4953,1,0.996719,0.762207
"AT2G38550.1",0,4,2,1,0,0,-0.967,-1.3431,1,0.990426,0.838089
"sum16",4,6,3,0,3,3,-0.621,-1.3077,1,0.988634,0.85444
"AT1G13320.1",3,3,4,0,0,6,-0.26,-0.5503,1,0.920845,1
"AT3G08640.1",1,2,2,2,3,2,0.368,0.6135,1,1,0.960447
"AT5G66680.1",2,7,3,1,2,2,-0.936,-1.7043,1,1,0.652187
"AT5G44110.1",2,4,2,2,1,2,-0.506,-0.8413,1,0.950004,1
"AT1G12520.1",2,6,0,1,2,3,-0.458,-0.8605,1,0.952012,1
"AT2G42690.1",5,3,3,2,3,1,-0.655,-1.2477,1,0.985145,0.882269
"AT4G34490.1",2,1,3,4,6,2,0.734,1.3839,1,0.731001,0.990385
"AT1G16460.1",0,0,0,3,1,3,1.001,1.2645,1,0.798249,0.987055
"AT1G14850.1",0,0,2,6,4,2,1.207,1.9131,1,0.394942,0.997469
"AT2G47910.1",2,1,1,1,1,4,0.472,0.7059,1,0.993987,0.96389
"AT2G26590.1",2,2,1,1,0,1,-0.555,-0.7226,1,0.937591,1
"AT1G74070.1",4,2,0,2,2,0,-0.355,-0.5956,1,0.924905,1
"ATCG00360.1",0,7,0,2,4,0,-0.254,-0.4804,1,0.915277,1
"AT1G18270.1",1,1,3,2,5,0,0.548,0.9478,1,0.935899,0.974884
"AT3G05020.1",0,2,6,0,2,4,-0.264,-0.514,1,0.917834,1
"AT2G37500.1",1,3,4,0,3,1,-0.513,-0.8615,1,0.952234,1
"AT3G15980.1",0,0,0,0,5,0,0.989,1.3343,1,0.759532,0.989097
"AT3G17820.1",0,2,3,0,1,5,0.298,0.5272,1,1,0.958284
"AT5G13850.1",0,0,7,0,0,5,-0.234,-0.4645,1,0.914255,1
"AT5G61970.1",0,2,1,2,3,3,0.752,1.1418,1,0.858473,0.982958
"AT2G44050.1",0,3,1,2,3,4,0.627,1.1433,1,0.857491,0.983036
"AT3G47860.1",4,3,1,3,1,1,-0.483,-0.7886,1,0.944594,1
"AT3G51840.1",4,3,2,0,3,1,-0.62,-1.1231,1,0.976439,0.936284
"AT1G26220.1",0,5,4,1,0,0,-1.345,-1.8235,1,1,0.590687
"AT3G27280.1",0,3,5,0,0,2,-0.825,-1.4186,1,0.993857,0.801302
"AT5G52240.1",3,2,0,2,1,0,-0.329,-0.4922,1,0.916201,1
"AT2G05620.1",0,1,2,2,1,4,0.649,0.9629,1,0.930082,0.975659
"AT5G19620.1",2,4,0,1,3,1,-0.371,-0.5943,1,0.924704,1
"AT5G52970.1",1,3,2,3,5,1,0.427,0.7731,1,0.982545,0.966808
"AT4G02230.1",0,1,2,1,4,1,0.417,0.6191,1,1,0.960585
"AT4G12730.1",1,5,2,1,1,4,-0.306,-0.5494,1,0.92066,1
"AT5G24710.1",0,3,0,5,6,0,0.927,1.6829,1,0.540714,0.995911
"AT4G39690.1",2,2,0,2,5,0,0.478,0.8519,1,0.964118,0.970499
"AT2G21280.1",1,2,2,4,2,0,0.361,0.5781,1,1,0.959386
"AT2G25830.1",0,0,0,1,0,3,0.606,0.8035,1,0.976169,0.96819
"AT1G76680.1",2,5,2,0,3,1,-0.626,-1.084,1,0.973154,0.952738
"AT5G05270.1",1,2,0,0,2,6,0.896,1.3669,1,0.741062,0.989949
"AT1G50900.1",0,2,2,6,2,0,0.633,1.1187,1,0.869089,0.982079
"AT3G55360.1",0,2,0,0,10,1,1.181,1.9004,1,0.402666,0.997443
"AT1G53580.1",2,2,0,1,0,0,-0.625,-0.8063,1,0.946404,1
"AT3G25760.1",0,4,2,0,0,0,-1.072,-1.5419,1,0.998152,0.737823
"AT5G44320.1",5,0,0,4,0,4,0.342,0.661,1,0.999602,0.962095
"sum43",0,3,5,0,0,2,-0.706,-1.216,1,0.983086,0.896735
"AT5G57655.2",2,4,2,2,2,2,-0.312,-0.5631,1,0.92197,1
"AT5G16400.1",2,2,1,2,3,2,0.335,0.531,1,1,0.958356
"AT5G36880.1",0,2,3,2,4,3,0.433,0.7686,1,0.983395,0.966613
"AT3G56490.1",2,3,3,2,2,1,-0.509,-0.8354,1,0.949556,1
"AT5G27540.1",2,3,1,3,5,2,0.51,0.9877,1,0.921757,0.976708
"AT3G54660.1",4,5,2,1,3,3,-0.473,-0.9311,1,0.959197,1
"AT3G08770.1",1,2,5,2,1,1,-0.744,-1.1528,1,0.978565,0.924647
"AT2G17380.1",0,4,2,0,2,2,-0.369,-0.5835,1,0.923711,1
"AT1G09760.1",1,0,3,3,0,3,0.355,0.5828,1,1,0.9595
"AT2G46520.1",0,3,0,4,6,0,0.849,1.5581,1,0.622488,0.994079
"AT5G57490.1",0,2,0,2,0,3,0.441,0.6334,1,1,0.961088
"AT1G80480.1",4,3,4,3,5,0,-0.236,-0.5191,1,0.918173,1
"AT5G44650.1",3,2,1,1,0,2,-0.456,-0.6743,1,0.932489,1
"AT3G16850.1",2,4,2,3,0,2,-0.283,-0.4871,1,0.915733,1
"AT3G42170.1",1,1,1,4,1,1,0.851,1.0526,1,0.897195,0.979452
"AT2G42530.1",1,2,5,1,0,4,-0.324,-0.5766,1,0.923124,1
"AT1G76810.1",0,0,0,0,8,1,1.273,1.8672,1,0.422271,0.997346
"ATMG00160.1",1,2,5,0,0,2,-0.757,-1.1866,1,0.981043,0.909937
"AT1G79870.1",0,5,2,0,2,0,-0.728,-1.192,1,0.981491,0.907133
"AT5G50250.1",4,4,1,0,0,0,-1.277,-1.7085,1,1,0.651056
"AT2G40290.1",0,4,2,1,2,2,-0.377,-0.6116,1,0.926326,1
"AT3G49560.1",1,4,3,2,1,1,-0.782,-1.1919,1,0.981491,0.907134
"AT2G42770.1",0,2,2,1,0,1,-0.591,-0.7715,1,0.942783,1
"AT1G59990.1",0,4,2,1,0,2,-0.618,-0.9648,1,0.962546,0.996078
"AT2G37790.1",4,1,4,0,0,1,-1.196,-1.7447,1,1,0.631912
"AT5G38520.1",1,2,4,0,0,2,-0.597,-0.9093,1,0.957055,1
"AT3G15660.1",3,4,0,3,0,0,-0.519,-0.8879,1,0.95488,1
"AT4G39980.1",2,3,2,1,1,2,-0.691,-1.19,1,0.981342,0.908069
"AT3G58510.1",2,4,0,0,5,4,0.348,0.7518,1,0.986643,0.96584
"AT2G36580.1",5,0,2,0,0,3,-0.606,-1.0687,1,0.971891,0.958623
"AT3G25800.1",3,6,0,0,2,0,-1.082,-1.765,1,1,0.6207
"AT3G10850.1",4,2,0,1,1,1,-0.943,-1.2225,1,0.983509,0.893867
"AT1G68680.1",0,1,0,2,2,2,0.752,0.9578,1,0.932287,0.97537
"AT2G25060.1",0,0,2,2,3,2,0.595,0.9584,1,0.932287,0.97537
"AT3G62410.1",2,2,2,2,4,2,0.317,0.557,1,1,0.958865
"AT2G45070.1",3,1,2,2,1,1,-0.456,-0.6811,1,0.933366,1
"AT3G50590.1",0,0,0,2,6,2,1.303,1.7834,1,0.474968,0.996884
"AT1G18730.1",0,2,4,0,2,2,-0.345,-0.5639,1,0.92197,1
"AT4G30720.1",2,3,2,1,1,0,-0.952,-1.293,1,0.987804,0.861493
"AT3G59920.1",3,4,1,2,2,0,-0.495,-0.8237,1,0.948208,1
"AT3G55260.1",6,4,1,2,2,0,-0.842,-1.5166,1,0.997399,0.751162
"sum73",3,0,0,5,4,0,0.704,1.25,1,0.806107,0.986592
"AT5G47690.1",1,1,1,1,5,1,0.931,1.2739,1,0.793702,0.987315
"AT5G08050.1",0,4,2,1,2,0,-0.632,-0.9857,1,0.964586,0.988726
"AT1G26850.1",2,6,0,0,3,1,-0.628,-1.1064,1,0.975081,0.943294
"AT2G38750.1",2,3,3,0,0,2,-0.753,-1.1597,1,0.979199,0.92101
"AT5G58710.1",5,2,0,2,0,0,-0.764,-1.226,1,0.983787,0.891949
"AT5G45620.1",1,0,4,1,0,0,-0.748,-0.996,1,0.965389,0.985715
"AT1G21880.2",0,0,0,5,0,0,0.995,1.2879,1,0.785646,0.987762
"sum50",4,2,2,0,2,1,-0.851,-1.3885,1,0.992563,0.816176
"AT2G36060.1",0,0,0,7,2,0,1.247,1.8524,1,0.431558,0.997285
"AT1G59610.1",0,0,0,2,5,0,1.074,1.5595,1,0.62109,0.994117
"AT1G79280.1",1,1,0,4,5,0,1.333,1.914,1,0.39366,0.997473
"AT2G40600.1",3,2,2,1,0,0,-0.956,-1.3301,1,0.989771,0.844257
"AT1G75270.1",2,6,0,0,1,0,-1.235,-1.7164,1,1,0.646544
"AT1G08480.1",0,6,2,0,4,0,-0.428,-0.812,1,0.947081,1
"AT5G19980.1",0,2,1,0,6,0,0.73,1.139,1,0.859451,0.982879
"AT5G46430.1",0,5,1,1,2,1,-0.297,-0.5179,1,0.918174,1
"AT1G73600.1",2,0,1,5,1,2,0.788,1.2475,1,0.807219,0.986525
"AT1G07140.1",2,2,2,0,0,1,-0.768,-1.0889,1,0.973686,0.950186
"AT1G71820.1",0,3,2,2,1,1,-0.43,-0.6337,1,0.928618,1
"AT5G08060.1",0,2,1,4,2,2,0.733,1.0954,1,0.879371,0.981173
"AT5G63860.1",6,1,1,3,1,2,-0.311,-0.5489,1,0.92066,1
"AT5G66090.1",1,4,3,2,2,0,-0.507,-0.8725,1,0.953341,1
"AT5G49510.1",0,4,0,1,1,0,-0.755,-0.9909,1,0.964988,0.987225
"AT2G17972.1",0,7,0,1,3,0,-0.65,-1.1119,1,0.975424,0.941552
"sum89",0,0,3,0,0,0,-0.53,-0.6568,1,0.930752,1
"AT5G03690.2",1,7,0,1,2,0,-0.801,-1.4131,1,0.993678,0.80344
"AT3G22630.1",0,3,4,2,0,0,-0.81,-1.2678,1,0.986316,0.873437
"AT3G08943.1",0,3,0,0,9,0,0.75,1.398,1,0.723366,0.990704
"AT1G17745.1",0,2,2,2,1,1,-0.299,-0.4351,1,0.912411,1
"AT1G02920.1",4,0,3,1,0,0,-1.084,-1.498,1,0.996789,0.761105
"AT3G18680.1",0,1,0,2,2,1,0.525,0.6593,1,0.999826,0.962014
"AT2G31790.1",2,3,3,0,2,2,-0.528,-0.8807,1,0.954222,1
"AT1G59960.1",1,1,1,2,0,3,0.779,1.0789,1,0.885737,0.980581
"AT3G48140.1",2,2,2,1,2,0,-0.443,-0.6652,1,0.931618,1
"AT5G60160.1",3,3,2,3,0,2,-0.266,-0.4742,1,0.914831,1
"AT1G63610.1",1,0,0,1,3,0,0.541,0.6815,1,0.997408,0.962841
"AT3G61260.1",0,0,1,0,0,4,0.746,0.9703,1,0.927849,0.975947
"AT1G74910.1",3,6,2,0,0,2,-1.084,-1.8087,1,1,0.598425
"ATCG01090.1",0,0,1,0,0,3,0.573,0.7226,1,0.991393,0.964618
"AT4G13360.1",2,5,0,0,1,0,-1.066,-1.5841,1,0.999205,0.716544
"AT3G52155.1",4,3,1,4,0,0,-0.332,-0.574,1,0.92293,1
"AT3G06580.1",1,4,4,0,2,0,-0.887,-1.3861,1,0.992467,0.817231
"AT3G46830.1",3,1,0,0,0,0,-0.741,-0.9758,1,0.963572,0.992434
"AT4G10450.1",0,1,1,0,3,0,0.526,0.7065,1,0.993987,0.96389
"AT5G10160.1",0,4,0,0,0,1,-0.594,-0.874,1,0.953561,1
"AT1G15500.1",2,0,0,2,3,0,0.586,0.9168,1,0.945583,0.973507
"AT1G48850.1",0,5,2,2,2,2,-0.319,-0.553,1,0.92103,1
"AT2G15290.1",0,3,0,1,0,1,-0.572,-0.7495,1,0.94052,1
"AT3G21200.1",1,0,0,2,2,0,0.577,0.7363,1,0.989282,0.965176
"AT1G33040.1",1,0,0,2,3,0,0.713,0.9309,1,0.940821,0.974198
"AT5G63510.1",0,2,0,0,3,4,0.796,1.2396,1,0.811642,0.986254
"AT1G17860.1",2,1,0,3,0,2,0.491,0.7342,1,0.989643,0.965083
"AT3G26570.1",1,1,0,3,2,0,0.697,0.9328,1,0.940127,0.974297
"AT5G16390.1",0,0,3,2,0,5,0.487,0.8175,1,0.972707,0.968889
"AT4G23890.1",0,0,0,0,1,3,0.598,0.7462,1,0.987417,0.965649
"AT2G18710.1",0,1,0,0,4,1,0.779,1.0261,1,0.907339,0.978377
"AT5G49810.1",0,2,0,4,1,0,0.436,0.6421,1,1,0.961388
"AT3G44590.1",0,0,0,4,0,0,0.744,1.0216,1,0.908988,0.978194
"ATMG00510.1",0,0,0,0,3,0,0.565,0.7212,1,0.99173,0.964526
"AT1G44920.1",3,4,2,0,2,0,-0.897,-1.4027,1,0.993223,0.808765
"sum145",0,0,0,6,0,0,1.123,1.5299,1,0.640546,0.993575
"AT2G26670.1",0,3,0,0,0,0,-0.652,-0.8164,1,0.947532,1
"AT5G24400.1",1,3,0,0,0,0,-0.607,-0.7711,1,0.942783,1
"AT1G79500.1",0,0,0,2,4,3,1.157,1.6808,1,0.542127,0.995885
"AT5G66140.1",0,0,0,0,4,1,0.897,1.2757,1,0.792559,0.98738
"AT3G48170.1",4,2,2,1,0,0,-1.074,-1.4875,1,0.996433,0.766604
"AT3G52750.1",0,2,2,0,1,0,-0.579,-0.8162,1,0.947532,1
"AT3G05970.1",3,1,0,1,3,3,0.35,0.5671,1,1,0.959115
"AT5G59890.1",0,0,0,3,3,1,1.036,1.4655,1,0.68142,0.992281
"AT5G51430.1",1,1,0,2,2,0,0.614,0.8363,1,0.96799,0.969794
"AT2G32720.1",0,2,0,5,4,0,1.003,1.56,1,0.621091,0.994117
"AT1G20225.1",2,2,2,0,2,1,-0.436,-0.6316,1,0.928407,1
"AT1G15950.1",0,1,0,1,3,0,0.574,0.7586,1,0.985454,0.966128
"AT1G09210.1",0,4,2,1,3,0,-0.356,-0.5744,1,0.92293,1
"AT2G30695.1",0,2,6,0,0,1,-1.177,-1.7063,1,1,0.652185
"AT5G09900.1",5,2,1,4,0,0,-0.319,-0.5637,1,0.92197,1
"AT1G37130.1",1,0,0,0,6,0,1.101,1.5458,1,0.630845,0.993851
"AT5G63980.1",2,3,0,0,0,0,-0.826,-1.101,1,0.974562,0.945892
"AT3G27300.1",1,5,0,1,1,1,-1.089,-1.5433,1,0.998152,0.737822
"AT4G35460.1",0,0,0,0,2,3,0.889,1.1651,1,0.847527,0.983807
"AT3G48890.1",2,1,0,1,3,0,0.412,0.5865,1,1,0.959617
"sum40",0,0,1,0,3,0,0.601,0.8251,1,0.971167,0.96919
"AT4G34350.1",0,5,2,1,1,0,-1.084,-1.471,1,0.995913,0.774271
"AT4G39120.1",2,2,2,0,2,1,-0.454,-0.695,1,0.934691,1
"AT2G22360.1",4,0,4,0,2,0,-0.893,-1.3883,1,0.992563,0.816176
"AT5G51545.1",0,3,2,0,2,0,-0.421,-0.6111,1,0.926326,1
"AT1G26340.1",0,5,0,0,0,0,-0.915,-1.2607,1,0.985931,0.876393
"AT4G35860.1",3,4,1,0,0,0,-1.058,-1.5275,1,0.997721,0.745614
"AT5G13710.1",1,2,2,0,0,0,-0.55,-0.7038,1,0.935579,1
"AT3G20330.1",3,4,0,0,0,0,-1.101,-1.496,1,0.996719,0.762207
"AT4G36130.1",1,0,0,0,4,2,0.836,1.1078,1,0.873804,0.981671
